countryiso3code,date,NY.GDP.MKTP.CD
IBD,2023-01-01,38733043068564.9
IBD,2022-01-01,37733201523901.4
IBD,2021-01-01,35740404315658.1
IBD,2020-01-01,30103859045527.8
IBD,2019-01-01,31246593993598.4
IBD,2018-01-01,30579316565085.1
IBD,2017-01-01,28745223958869.0
IBD,2016-01-01,26027770587219.1
IBD,2015-01-01,25838353087075.7
IBD,2014-01-01,27592783808400.6
IBT,2023-01-01,41559721641424.8
IBT,2022-01-01,40566997900554.3
IBT,2021-01-01,38378968351134.2
IBT,2020-01-01,32528587315534.1
IBT,2019-01-01,33722356189565.9
IBT,2018-01-01,32964096579686.0
IBT,2017-01-01,30960119365364.0
IBT,2016-01-01,28169507573194.1
IBT,2015-01-01,27987288576613.1
IBT,2014-01-01,29800896836060.0
IDB,2023-01-01,1044015231915.96
IDB,2022-01-01,1183656384165.71
IDB,2021-01-01,1104603036389.8
IDB,2020-01-01,1009467966729.65
IDB,2019-01-01,1077750148722.68
IDB,2018-01-01,1056914447272.39
IDB,2017-01-01,967437544352.281
IDB,2016-01-01,984095717018.772
IDB,2015-01-01,1054056007822.38
IDB,2014-01-01,1110564323061.43
IDX,2023-01-01,1786070910237.13
IDX,2022-01-01,1651361994353.62
IDX,2021-01-01,1535389926749.6
IDX,2020-01-01,1414559582470.64
IDX,2019-01-01,1397670771530.98
IDX,2018-01-01,1327890357838.68
IDX,2017-01-01,1247733925328.46
IDX,2016-01-01,1156608800300.87
IDX,2015-01-01,1093640032209.07
IDX,2014-01-01,1097548704598.03
IDA,2023-01-01,2828041013610.35
IDA,2022-01-01,2835003428054.01
IDA,2021-01-01,2639992963139.39
IDA,2020-01-01,2424027549200.29
IDA,2019-01-01,2475420920253.66
IDA,2018-01-01,2384804805111.07
IDA,2017-01-01,2215171469680.75
IDA,2016-01-01,2140704517319.64
IDA,2015-01-01,2147696040031.45
IDA,2014-01-01,2208113027659.46
LTE,2023-01-01,28341396914858.3
LTE,2022-01-01,28062557325965.1
LTE,2021-01-01,26872794398412.0
LTE,2020-01-01,22531183291578.3
LTE,2019-01-01,23050208314364.0
LTE,2018-01-01,22623622462864.8
LTE,2017-01-01,20631078375844.2
LTE,2016-01-01,18593573738109.3
LTE,2015-01-01,18550881244486.0
LTE,2014-01-01,19776331354297.4
LCN,2023-01-01,7094329636592.52
LCN,2022-01-01,6341680448313.76
LCN,2021-01-01,5578001135446.18
LCN,2020-01-01,4804924789054.88
LCN,2019-01-01,5659965575492.01
LCN,2018-01-01,5742638741431.28
LCN,2017-01-01,5866482345855.61
LCN,2016-01-01,5283310849435.27
LCN,2015-01-01,5418289197382.29
LCN,2014-01-01,6483202078515.13
LAC,2023-01-01,6050580948759.95
LAC,2022-01-01,5389510951677.69
LAC,2021-01-01,4690738841614.13
LAC,2020-01-01,4046822646872.37
LAC,2019-01-01,4804547155275.13
LAC,2018-01-01,4870399271215.6
LAC,2017-01-01,5012883307321.99
LAC,2016-01-01,4496975505130.54
LAC,2015-01-01,4634564315170.45
LAC,2014-01-01,5457289044548.77
TLA,2023-01-01,6772781697090.74
TLA,2022-01-01,6045250902748.99
TLA,2021-01-01,5310337203631.62
TLA,2020-01-01,4561296585538.66
TLA,2019-01-01,5413987316641.17
TLA,2018-01-01,5506072829643.66
TLA,2017-01-01,5631949735822.71
TLA,2016-01-01,5053700630074.01
TLA,2015-01-01,5194835549016.91
TLA,2014-01-01,6270841236825.2
LDC,2023-01-01,1504251159792.01
LDC,2022-01-01,1424615962242.83
LDC,2021-01-01,1266743958589.09
LDC,2020-01-01,1162019936698.84
LDC,2019-01-01,1150500716964.01
LDC,2018-01-01,1090417461003.23
LDC,2017-01-01,1025062467402.31
LDC,2016-01-01,936561647193.379
LDC,2015-01-01,920864864683.309
LDC,2014-01-01,959618110350.536
LMY,2023-01-01,37425214512640.0
LMY,2022-01-01,36438640513559.9
LMY,2021-01-01,34734957850217.4
LMY,2020-01-01,29491920680088.1
LMY,2019-01-01,30424528245038.4
LMY,2018-01-01,29703722066967.9
LMY,2017-01-01,27933259327710.6
LMY,2016-01-01,25586586836480.0
LMY,2015-01-01,25326526306958.9
LMY,2014-01-01,26101787332747.3
,2023-01-01,646797730009.089
,2022-01-01,530578689814.764
,2021-01-01,466420564539.205
,2020-01-01,439782467036.046
,2019-01-01,445278364305.202
,2018-01-01,418228093932.972
,2017-01-01,401921089084.376
,2016-01-01,383741508244.759
,2015-01-01,416120726145.318
,2014-01-01,422083905892.021
,2023-01-01,7384750127842.02
,2022-01-01,7341102945343.33
,2021-01-01,6894335373844.59
,2020-01-01,6081790240107.95
,2019-01-01,6278114868365.95
,2018-01-01,5979736767522.21
,2017-01-01,5693069209502.06
,2016-01-01,5297558624291.54
,2015-01-01,5083698600746.07
,2014-01-01,5090396351864.47
MEA,2023-01-01,4287684126920.02
MEA,2022-01-01,4497116837259.17
MEA,2021-01-01,3780277127064.96
MEA,2020-01-01,3199081953495.53
MEA,2019-01-01,3549945029851.94
MEA,2018-01-01,3538057099135.22
MEA,2017-01-01,3372000244857.37
MEA,2016-01-01,3234258578074.41
MEA,2015-01-01,3201010427587.39
MEA,2014-01-01,3627618410020.68
MNA,2023-01-01,1646554468701.67
MNA,2022-01-01,1760103359907.54
MNA,2021-01-01,1535302141067.38
MNA,2020-01-01,1324364502715.09
MNA,2019-01-01,1433133665481.6
MNA,2018-01-01,1421482666869.71
MNA,2017-01-01,1496691802249.52
MNA,2016-01-01,1496714718329.85
MNA,2015-01-01,1460582775148.29
MNA,2014-01-01,1625989413800.06
TMN,2023-01-01,1629170225345.52
TMN,2022-01-01,1740947356984.75
TMN,2021-01-01,1517193141067.38
TMN,2020-01-01,1308832802715.09
TMN,2019-01-01,1416000165481.6
TMN,2018-01-01,1405206066869.71
TMN,2017-01-01,1480563802249.52
TMN,2016-01-01,1481309318329.85
TMN,2015-01-01,1446610375148.29
TMN,2014-01-01,1611999713800.06
MIC,2023-01-01,36786942112904.5
MIC,2022-01-01,35907869702102.2
MIC,2021-01-01,34266063721746.8
MIC,2020-01-01,29051739634677.8
MIC,2019-01-01,29978481798259.3
MIC,2018-01-01,29284043921765.4
MIC,2017-01-01,27530340426178.0
MIC,2016-01-01,25202592678135.5
MIC,2015-01-01,24911694910932.1
MIC,2014-01-01,25680744767168.3
NAC,2023-01-01,29509296092073.6
NAC,2022-01-01,27913419349422.0
NAC,2021-01-01,25608789788464.2
NAC,2020-01-01,22985521877000.2
NAC,2019-01-01,23272543648672.5
NAC,2018-01-01,22389071169783.0
NAC,2017-01-01,21268509960244.1
NAC,2016-01-01,20339807652907.4
NAC,2015-01-01,19858182357217.1
NAC,2014-01-01,19420301866439.9
OED,2023-01-01,64098865773303.0
OED,2022-01-01,60170092967268.4
OED,2021-01-01,58899843230643.7
OED,2020-01-01,52852896615891.7
OED,2019-01-01,54053010452622.3
OED,2018-01-01,53525975116832.1
OED,2017-01-01,50610712929528.3
OED,2016-01-01,48460554255214.5
OED,2015-01-01,47536673280840.8
OED,2014-01-01,50386906873870.5
OSS,2023-01-01,234402049500.764
OSS,2022-01-01,223331355321.864
OSS,2021-01-01,208006924432.84
OSS,2020-01-01,178185121948.331
OSS,2019-01-01,195442320173.664
OSS,2018-01-01,193850030853.887
OSS,2017-01-01,176977448024.04
OSS,2016-01-01,159200150156.228
OSS,2015-01-01,151721848514.729
OSS,2014-01-01,167893016317.089
PSS,2023-01-01,11232231820.2487
PSS,2022-01-01,10316299126.576
PSS,2021-01-01,9493809706.88294
PSS,2020-01-01,9505064735.52033
PSS,2019-01-01,10729092905.3643
PSS,2018-01-01,10791457053.2083
PSS,2017-01-01,10290482444.2108
PSS,2016-01-01,9532201525.56813
PSS,2015-01-01,9082590662.61225
PSS,2014-01-01,9290027187.46434
PST,2023-01-01,59851800976561.2
PST,2022-01-01,56564201304341.5
PST,2021-01-01,55588775180110.5
PST,2020-01-01,50004904334179.6
PST,2019-01-01,51018795008395.9
PST,2018-01-01,50504305917292.4
PST,2017-01-01,47667106352008.1
PST,2016-01-01,45693398993292.1
PST,2015-01-01,44669765037594.5
PST,2014-01-01,47207349839752.1
PRE,2023-01-01,1562533897053.54
PRE,2022-01-01,1639586866408.66
PRE,2021-01-01,1435824208115.63
PRE,2020-01-01,1309584194481.23
PRE,2019-01-01,1427162956056.16
PRE,2018-01-01,1353360006187.64
PRE,2017-01-01,1214614486271.29
PRE,2016-01-01,1163168926723.78
PRE,2015-01-01,1305833014908.77
PRE,2014-01-01,1535536224140.68
SST,2023-01-01,298978248910.632
SST,2022-01-01,281850778773.269
SST,2021-01-01,254207327038.415
SST,2020-01-01,219068216684.633
SST,2019-01-01,243792423417.39
SST,2018-01-01,240866904455.296
SST,2017-01-01,222189517961.591
SST,2016-01-01,202183604189.062
SST,2015-01-01,195342695295.027
SST,2014-01-01,210645325825.077
SAS,2023-01-01,4475567635413.06
SAS,2022-01-01,4327288984027.91
SAS,2021-01-01,4079882760410.17
SAS,2020-01-01,3493120726807.89
SAS,2019-01-01,3658209766221.57
SAS,2018-01-01,3534066858502.0
SAS,2017-01-01,3433921312241.12
SAS,2016-01-01,3011037037667.86
SAS,2015-01-01,2733618963171.59
SAS,2014-01-01,2614915526247.9
TSA,2023-01-01,4475567635413.06
TSA,2022-01-01,4327288984027.91
TSA,2021-01-01,4079882760410.17
TSA,2020-01-01,3493120726807.89
TSA,2019-01-01,3658209766221.57
TSA,2018-01-01,3534066858502.0
TSA,2017-01-01,3433921312241.12
TSA,2016-01-01,3011037037667.86
TSA,2015-01-01,2733618963171.59
TSA,2014-01-01,2614915526247.9
SSF,2023-01-01,2032749202553.06
SSF,2022-01-01,2061102939319.23
SSF,2021-01-01,1932765211586.67
SSF,2020-01-01,1716220805506.51
SSF,2019-01-01,1830460925279.6
SSF,2018-01-01,1780908927291.34
SSF,2017-01-01,1625855640496.81
SSF,2016-01-01,1522011045162.78
SSF,2015-01-01,1668662993704.66
SSF,2014-01-01,1874275100667.03
SSA,2023-01-01,2030607752381.92
SSA,2022-01-01,2059044970799.4
SSA,2021-01-01,1931278037791.87
SSA,2020-01-01,1714838253754.94
SSA,2019-01-01,1828592235182.87
SSA,2018-01-01,1779124613364.58
SSA,2017-01-01,1624180269855.79
SSA,2016-01-01,1520442531814.64
SSA,2015-01-01,1667230590352.53
SSA,2014-01-01,1872887522796.95
TSS,2023-01-01,2032749202553.06
TSS,2022-01-01,2061102939319.23
TSS,2021-01-01,1932765211586.67
TSS,2020-01-01,1716220805506.51
TSS,2019-01-01,1830460925279.6
TSS,2018-01-01,1780908927291.34
TSS,2017-01-01,1625855640496.81
TSS,2016-01-01,1522011045162.78
TSS,2015-01-01,1668662993704.66
TSS,2014-01-01,1874275100667.03
,2023-01-01,29403677430761.2
,2022-01-01,28567593041349.3
,2021-01-01,27373038582479.3
,2020-01-01,22969949394569.8
,2019-01-01,23700366929893.3
,2018-01-01,23304307154243.2
,2017-01-01,21837271216675.9
,2016-01-01,19905034053844.0
,2015-01-01,19827996310186.0
,2014-01-01,20590348415303.8
WLD,2023-01-01,105435039507024.0
WLD,2022-01-01,101225059591363.0
WLD,2021-01-01,97527032881901.1
WLD,2020-01-01,85577718250195.5
WLD,2019-01-01,87945574337517.8
WLD,2018-01-01,86686870786621.5
WLD,2017-01-01,81550955754739.2
WLD,2016-01-01,76588030455295.5
WLD,2015-01-01,75359657218242.5
WLD,2014-01-01,79894385759929.2
AFG,2022-01-01,14502158192.0904
AFG,2021-01-01,14266499429.8746
AFG,2020-01-01,19955929052.1496
AFG,2019-01-01,18799444490.1128
AFG,2018-01-01,18053222687.4126
AFG,2017-01-01,18753456497.8159
AFG,2016-01-01,18116572395.0772
AFG,2015-01-01,19134221644.7325
AFG,2014-01-01,20497128555.6972
ALB,2023-01-01,22977677860.7979
ALB,2022-01-01,18916378860.5488
ALB,2021-01-01,17930565118.8176
ALB,2020-01-01,15162734205.2462
ALB,2019-01-01,15401826127.2539
ALB,2018-01-01,15156424015.1977
ALB,2017-01-01,13019726211.7369
ALB,2016-01-01,11861199830.8396
ALB,2015-01-01,11386853113.0189
ALB,2014-01-01,13228147516.1168
DZA,2023-01-01,239899491127.742
DZA,2022-01-01,225560256621.757
DZA,2021-01-01,186265418570.697
DZA,2020-01-01,164873415325.201
DZA,2019-01-01,193459662090.677
DZA,2018-01-01,194554483655.528
DZA,2017-01-01,189880896903.073
DZA,2016-01-01,180763839522.151
DZA,2015-01-01,187493855609.345
DZA,2014-01-01,238942664192.59
ASM,2022-01-01,871000000.0
ASM,2021-01-01,750000000.0
ASM,2020-01-01,721000000.0
ASM,2019-01-01,647000000.0
ASM,2018-01-01,639000000.0
ASM,2017-01-01,612000000.0
ASM,2016-01-01,671000000.0
ASM,2015-01-01,673000000.0
ASM,2014-01-01,643000000.0
AND,2023-01-01,3727673593.01922
AND,2022-01-01,3380602042.84283
AND,2021-01-01,3324683011.5903
AND,2020-01-01,2891001149.3611
AND,2019-01-01,3155149347.80639
AND,2018-01-01,3218419896.9641
AND,2017-01-01,3000162081.11976
AND,2016-01-01,2896610479.73077
AND,2015-01-01,2789881258.50362
AND,2014-01-01,3271685596.66321
AGO,2023-01-01,84722957642.3757
AGO,2022-01-01,104399746853.401
AGO,2021-01-01,66505129987.7235
AGO,2020-01-01,48501561203.5686
AGO,2019-01-01,70897962732.0277
AGO,2018-01-01,79450688259.3664
AGO,2017-01-01,73690154990.7312
AGO,2016-01-01,52761617225.9253
AGO,2015-01-01,90496420506.5957
AGO,2014-01-01,135966802586.713
ATG,2023-01-01,2033085185.18518
ATG,2022-01-01,1867733333.33333
ATG,2021-01-01,1601366666.66667
ATG,2020-01-01,1410796296.2963
ATG,2019-01-01,1725351851.85185
ATG,2018-01-01,1661529629.62963
ATG,2017-01-01,1531151851.85185
ATG,2016-01-01,1489692592.59259
ATG,2015-01-01,1437755555.55556
ATG,2014-01-01,1378829629.62963
ARG,2023-01-01,640591410663.883
ARG,2022-01-01,631133384439.944
ARG,2021-01-01,487902572164.348
ARG,2020-01-01,385740508436.965
ARG,2019-01-01,447754683615.225
ARG,2018-01-01,524819892360.176
ARG,2017-01-01,643628393281.364
ARG,2016-01-01,557532320662.955
ARG,2015-01-01,594749285413.212
ARG,2014-01-01,526319673731.638
ARM,2023-01-01,24212134631.064
ARM,2022-01-01,19513474648.2429
ARM,2021-01-01,13878908628.9378
ARM,2020-01-01,12641698583.2152
ARM,2019-01-01,13619290539.2116
ARM,2018-01-01,12457940694.7395
ARM,2017-01-01,11527458709.0158
ARM,2016-01-01,10546136235.5219
ARM,2015-01-01,10553337518.414
ARM,2014-01-01,11609513246.7958
ABW,2022-01-01,3544707788.05664
ABW,2021-01-01,3103184101.51354
ABW,2020-01-01,2558906303.88098
ABW,2019-01-01,3395798882.68156
ABW,2018-01-01,3276184357.5419
ABW,2017-01-01,3092429050.27933
ABW,2016-01-01,2983635195.53073
ABW,2015-01-01,2962907262.56983
ABW,2014-01-01,2790849720.67039
AUS,2023-01-01,1723827215334.71
AUS,2022-01-01,1692956646855.7
AUS,2021-01-01,1559033756285.13
AUS,2020-01-01,1330381544909.3
AUS,2019-01-01,1394671325960.57
AUS,2018-01-01,1429733668185.91
AUS,2017-01-01,1326882104817.0
AUS,2016-01-01,1207580901578.72
AUS,2015-01-01,1351768945139.11
AUS,2014-01-01,1468597690006.22
AUT,2023-01-01,516034144115.95
AUT,2022-01-01,470941926750.741
AUT,2021-01-01,479295362747.047
AUT,2020-01-01,435049316955.737
AUT,2019-01-01,444596155845.254
AUT,2018-01-01,454991174096.102
AUT,2017-01-01,417261151844.977
AUT,2016-01-01,395837353031.499
AUT,2015-01-01,381971148530.543
AUT,2014-01-01,442584815286.034
AZE,2023-01-01,72356176470.5882
AZE,2022-01-01,78807470588.2353
AZE,2021-01-01,54825411764.7059
AZE,2020-01-01,42693000000.0
AZE,2019-01-01,48174235294.1176
AZE,2018-01-01,47112470051.7701
AZE,2017-01-01,40866627351.9817
AZE,2016-01-01,37866996882.9157
AZE,2015-01-01,53076235354.746
AZE,2014-01-01,75239785452.1022
BHS,2023-01-01,14338500000.0
BHS,2022-01-01,13136400000.0
BHS,2021-01-01,11368900000.0
BHS,2020-01-01,9958200000.0
BHS,2019-01-01,13016200000.0
BHS,2018-01-01,12615800000.0
BHS,2017-01-01,12236700000.0
BHS,2016-01-01,11745100000.0
BHS,2015-01-01,11671900000.0
BHS,2014-01-01,10974100000.0
BHR,2023-01-01,43205000000.0
BHR,2022-01-01,44383297872.3404
BHR,2021-01-01,39288670212.766
BHR,2020-01-01,34621807712.766
BHR,2019-01-01,38653318085.1064
BHR,2018-01-01,37802005319.1489
BHR,2017-01-01,35423643617.0213
BHR,2016-01-01,32250132978.7234
BHR,2015-01-01,31125851063.8298
BHR,2014-01-01,33387712765.9574
BGD,2023-01-01,437415331040.994
BGD,2022-01-01,460131688909.301
BGD,2021-01-01,416271647002.435
BGD,2020-01-01,373979442653.343
BGD,2019-01-01,351231655150.827
BGD,2018-01-01,321362751137.574
BGD,2017-01-01,293732447017.328
BGD,2016-01-01,265224514652.992
BGD,2015-01-01,195146607942.291
BGD,2014-01-01,172886611131.255
BRB,2023-01-01,6393564189.61345
BRB,2022-01-01,5840673700.0
BRB,2021-01-01,4945276000.0
BRB,2020-01-01,4779756550.0
BRB,2019-01-01,5367139250.0
BRB,2018-01-01,5128345200.0
BRB,2017-01-01,5000457800.0
BRB,2016-01-01,4848210350.0
BRB,2015-01-01,4738650450.0
BRB,2014-01-01,4711838650.0
BLR,2023-01-01,71857382745.6066
BLR,2022-01-01,73775179924.603
BLR,2021-01-01,69673747131.87
BLR,2020-01-01,61371755326.2351
BLR,2019-01-01,64410122847.3508
BLR,2018-01-01,60031173807.7196
BLR,2017-01-01,54725302249.8088
BLR,2016-01-01,47723545321.259
BLR,2015-01-01,56454889146.6088
BLR,2014-01-01,78812805039.0743
BEL,2023-01-01,632216577075.109
BEL,2022-01-01,583613982019.263
BEL,2021-01-01,600904461226.347
BEL,2020-01-01,526021513474.243
BEL,2019-01-01,535865804349.803
BEL,2018-01-01,543299066998.902
BEL,2017-01-01,502764720556.354
BEL,2016-01-01,476062757356.927
BEL,2015-01-01,462335574841.484
BEL,2014-01-01,535390200131.018
BLZ,2023-01-01,3281500000.0
BLZ,2022-01-01,2830507575.6841
BLZ,2021-01-01,2424575179.3783
BLZ,2020-01-01,2047727810.06777
BLZ,2019-01-01,2386792476.10637
BLZ,2018-01-01,2292787335.62452
BLZ,2017-01-01,2266664817.08822
BLZ,2016-01-01,2240593542.9757
BLZ,2015-01-01,2194709309.24204
BLZ,2014-01-01,2125125606.25723
BEN,2023-01-01,19673284686.0023
BEN,2022-01-01,17425418044.2906
BEN,2021-01-01,17687623530.3355
BEN,2020-01-01,15686741883.934
BEN,2019-01-01,14390708751.025
BEN,2018-01-01,14262408089.9261
BEN,2017-01-01,12701655836.9467
BEN,2016-01-01,11821065853.3838
BEN,2015-01-01,11388160996.7738
BEN,2014-01-01,13284527846.9081
BMU,2022-01-01,7827980000.0
BMU,2021-01-01,7286607000.0
BMU,2020-01-01,6887147000.0
BMU,2019-01-01,7423465000.0
BMU,2018-01-01,7225977000.0
BMU,2017-01-01,7142316000.0
BMU,2016-01-01,6899911000.0
BMU,2015-01-01,6654541000.0
BMU,2014-01-01,6413988000.0
BTN,2022-01-01,2898227713.22315
BTN,2021-01-01,2768802803.18141
BTN,2020-01-01,2457604042.40959
BTN,2019-01-01,2735683408.57651
BTN,2018-01-01,2583335723.32125
BTN,2017-01-01,2591358115.15844
BTN,2016-01-01,2322730512.46893
BTN,2015-01-01,2154921010.65558
BTN,2014-01-01,2057330872.73151
BOL,2023-01-01,45849832906.4139
BOL,2022-01-01,44008282879.8842
BOL,2021-01-01,40406111693.1983
BOL,2020-01-01,36629843806.0781
BOL,2019-01-01,40895322850.9407
BOL,2018-01-01,40287647930.5355
BOL,2017-01-01,37508642170.767
BOL,2016-01-01,33941126193.9219
BOL,2015-01-01,33000198248.9146
BOL,2014-01-01,32996188017.3661
BIH,2023-01-01,27054889362.8852
BIH,2022-01-01,24534663636.1778
BIH,2021-01-01,23672712242.2149
BIH,2020-01-01,20226036564.4129
BIH,2019-01-01,20482608755.379
BIH,2018-01-01,20484053868.9246
BIH,2017-01-01,18326373366.1105
BIH,2016-01-01,17116926327.6247
BIH,2015-01-01,16404348871.4437
BIH,2014-01-01,18558733564.4692
BWA,2023-01-01,19395765126.3127
BWA,2022-01-01,20321958850.0363
BWA,2021-01-01,18750946600.1423
BWA,2020-01-01,14960291105.9316
BWA,2019-01-01,16725908148.5481
BWA,2018-01-01,17031943186.1353
BWA,2017-01-01,16105155856.7708
BWA,2016-01-01,15082637184.0496
BWA,2015-01-01,13530748844.505
BWA,2014-01-01,15470088500.7414
BRA,2023-01-01,2173665655937.27
BRA,2022-01-01,1951923942083.32
BRA,2021-01-01,1670647399034.67
BRA,2020-01-01,1476107231194.11
BRA,2019-01-01,1873288205186.45
BRA,2018-01-01,1916933898038.36
BRA,2017-01-01,2063514977334.32
BRA,2016-01-01,1795693482652.52
BRA,2015-01-01,1802212206904.68
BRA,2014-01-01,2456043727198.85
BRN,2023-01-01,15128292953.5098
BRN,2022-01-01,16681536466.7183
BRN,2021-01-01,14006496617.4458
BRN,2020-01-01,12005799653.9835
BRN,2019-01-01,13469235364.7032
BRN,2018-01-01,13566937673.7966
